INSERT INTO Customer (customer_id, customer_name, address, phone_number, email) VALUES
('CS00211', 'Mahesa Kurnia Permana', 'Jl. Merdeka No.8 RT1/RW2', '081210000211', 'mahesa.kurnia.permana@mail.com'),
('CS00212', 'Tari Putri Putra', 'Jl. Sudirman No.8 RT2/RW2', '081210000212', 'tari.putri.putra@mail.com'),
('CS00213', 'Ethan Gomez', 'Jl. Ahmad Yani No.8 RT3/RW2', '081210000213', 'ethan.gomez@mail.com'),
('CS00214', 'Kai Wijanto', 'Jl. Raya Darmo No.8 RT4/RW2', '081210000214', 'kai.wijanto@mail.com'),
('CS00215', 'Fauzi Hasan', 'Jl. Kenanga No.8 RT5/RW2', '081210000215', 'fauzi.hasan@mail.com'),
('CS00216', 'Lestari Anisa Rahman', 'Jl. Ketintang No.8 RT6/RW2', '081210000216', 'lestari.anisa.rahman@mail.com'),
('CS00217', 'Lestari Ramadhan', 'Jl. Veteran No.8 RT7/RW2', '081210000217', 'lestari.ramadhan@mail.com'),
('CS00218', 'Yulia Permata Sumarno', 'Jl. Basuki Rahmat No.8 RT8/RW2', '081210000218', 'yulia.permata.sumarno@mail.com'),
('CS00219', 'Ivy Santoso', 'Jl. Bojonegoro No.8 RT9/RW2', '081210000219', 'ivy.santoso@mail.com'),
('CS00220', 'Rina Hartono Martinez', 'Jl. Mulyo No.8 RT10/RW2', '081210000220', 'rina.hartono.martinez@mail.com'),
('CS00221', 'Surya Kurnia Hidayat', 'Jl. Gedongan No.8 RT1/RW3', '081210000221', 'surya.kurnia.hidayat@mail.com'),
('CS00222', 'Hugo Yusuf', 'Jl. Pahlawan No.8 RT2/RW3', '081210000222', 'hugo.yusuf@mail.com'),
('CS00223', 'Gema Hartono', 'Jl. Mawar No.8 RT3/RW3', '081210000223', 'gema.hartono@mail.com'),
('CS00224', 'Usman Nugraha', 'Jl. Melati No.8 RT4/RW3', '081210000224', 'usman.nugraha@mail.com'),
('CS00225', 'Reno Putra Kirana', 'Jl. Gubeng No.8 RT5/RW3', '081210000225', 'reno.putra.kirana@mail.com'),
('CS00226', 'Umar Kirana', 'Jl. Rajawali No.8 RT6/RW3', '081210000226', 'umar.kirana@mail.com'),
('CS00227', 'Nico Wong', 'Jl. Bungur No.8 RT7/RW3', '081210000227', 'nico.wong@mail.com'),
('CS00228', 'Lestari Putri Putra', 'Jl. Yos Sudarso No.8 RT8/RW3', '081210000228', 'lestari.putri.putra@mail.com'),
('CS00229', 'Andini Hartono', 'Jl. Tidar No.8 RT9/RW3', '081210000229', 'andini.hartono@mail.com'),
('CS00230', 'Lina Susanto', 'Jl. Waru No.8 RT10/RW3', '081210000230', 'lina.susanto@mail.com'),
('CS00231', 'Rizky Putri Tan', 'Jl. Kenari No.8 RT1/RW4', '081210000231', 'rizky.putri.tan@mail.com'),
('CS00232', 'Andini Sari', 'Jl. Kenjeran No.8 RT2/RW4', '081210000232', 'andini.sari@mail.com'),
('CS00233', 'Henry John Kurnia', 'Jl. Gajah Mada No.8 RT3/RW4', '081210000233', 'henry.john.kurnia@mail.com'),
('CS00234', 'Milo John Setiawan', 'Jl. Diponegoro No.8 RT4/RW4', '081210000234', 'milo.john.setiawan@mail.com'),
('CS00235', 'Luca Michael Trianto', 'Jl. Kapten Tendean No.8 RT5/RW4', '081210000235', 'luca.michael.trianto@mail.com'),
('CS00236', 'Tara Wulandari', 'Jl. Garuda No.8 RT6/RW4', '081210000236', 'tara.wulandari@mail.com'),
('CS00237', 'Oliver Silva', 'Jl. Bunga No.8 RT7/RW4', '081210000237', 'oliver.silva@mail.com'),
('CS00238', 'Saleh Hidayat Saputra', 'Jl. Anggrek No.8 RT8/RW4', '081210000238', 'saleh.hidayat.saputra@mail.com'),
('CS00239', 'Raka Kurnia Rahman', 'Jl. Flamboyan No.8 RT9/RW4', '081210000239', 'raka.kurnia.rahman@mail.com'),
('CS00240', 'Yuda Saputra', 'Jl. Pelangi No.8 RT10/RW4', '081210000240', 'yuda.saputra@mail.com'),
('CS00241', 'Michael Paul Kurnia', 'Jl. Merdeka No.9 RT1/RW5', '081210000241', 'michael.paul.kurnia@mail.com'),
('CS00242', 'Rian Ramadhan', 'Jl. Sudirman No.9 RT2/RW5', '081210000242', 'rian.ramadhan@mail.com'),
('CS00243', 'Rizal Sukma', 'Jl. Ahmad Yani No.9 RT3/RW5', '081210000243', 'rizal.sukma@mail.com'),
('CS00244', 'Budi Anisa Anggraeni', 'Jl. Raya Darmo No.9 RT4/RW5', '081210000244', 'budi.anisa.anggraeni@mail.com'),
('CS00245', 'Wulan Wijaya Wijanto', 'Jl. Kenanga No.9 RT5/RW5', '081210000245', 'wulan.wijaya.wijanto@mail.com'),
('CS00246', 'Saleh Nur Ramadhan', 'Jl. Ketintang No.9 RT6/RW5', '081210000246', 'saleh.nur.ramadhan@mail.com'),
('CS00247', 'Mega Anisa Gomez', 'Jl. Veteran No.9 RT7/RW5', '081210000247', 'mega.anisa.gomez@mail.com'),
('CS00248', 'Umar Anggraeni Sukma', 'Jl. Basuki Rahmat No.9 RT8/RW5', '081210000248', 'umar.anggraeni.sukma@mail.com'),
('CS00249', 'Isabella Hasan', 'Jl. Bojonegoro No.9 RT9/RW5', '081210000249', 'isabella.hasan@mail.com'),
('CS00250', 'Putri Lestari', 'Jl. Mulyo No.9 RT10/RW5', '081210000250', 'putri.lestari@mail.com'),
('CS00251', 'Mahesa Putra', 'Jl. Gedongan No.9 RT1/RW6', '081210000251', 'mahesa.putra@mail.com'),
('CS00252', 'Asep Santoso', 'Jl. Pahlawan No.9 RT2/RW6', '081210000252', 'asep.santoso@mail.com'),
('CS00253', 'Milo Irawan', 'Jl. Mawar No.9 RT3/RW6', '081210000253', 'milo.irawan@mail.com'),
('CS00254', 'Grace Kurniawan', 'Jl. Melati No.9 RT4/RW6', '081210000254', 'grace.kurniawan@mail.com'),
('CS00255', 'Saleh Setiawan', 'Jl. Gubeng No.9 RT5/RW6', '081210000255', 'saleh.setiawan@mail.com'),
('CS00256', 'Hana Arifin', 'Jl. Rajawali No.9 RT6/RW6', '081210000256', 'hana.arifin@mail.com'),
('CS00257', 'Rudi Pratama', 'Jl. Bungur No.9 RT7/RW6', '081210000257', 'rudi.pratama@mail.com'),
('CS00258', 'Owen Sutanto', 'Jl. Yos Sudarso No.9 RT8/RW6', '081210000258', 'owen.sutanto@mail.com'),
('CS00259', 'Aditya Ramli', 'Jl. Tidar No.9 RT9/RW6', '081210000259', 'aditya.ramli@mail.com'),
('CS00260', 'Aria Utama', 'Jl. Waru No.9 RT10/RW6', '081210000260', 'aria.utama@mail.com'),
('CS00261', 'Citra Sukma', 'Jl. Kenari No.9 RT1/RW7', '081210000261', 'citra.sukma@mail.com'),
('CS00262', 'Dhiya Hartono Sutanto', 'Jl. Kenjeran No.9 RT2/RW7', '081210000262', 'dhiya.hartono.sutanto@mail.com'),
('CS00263', 'Rizal Putra', 'Jl. Gajah Mada No.9 RT3/RW7', '081210000263', 'rizal.putra@mail.com'),
('CS00264', 'Eli James Wijanto', 'Jl. Diponegoro No.9 RT4/RW7', '081210000264', 'eli.james.wijanto@mail.com'),
('CS00265', 'Andi Wijanto', 'Jl. Kapten Tendean No.9 RT5/RW7', '081210000265', 'andi.wijanto@mail.com'),
('CS00266', 'Citra Rahma Permana', 'Jl. Garuda No.9 RT6/RW7', '081210000266', 'citra.rahma.permana@mail.com'),
('CS00267', 'Emma Rahman', 'Jl. Bunga No.9 RT7/RW7', '081210000267', 'emma.rahman@mail.com'),
('CS00268', 'Grace Khan', 'Jl. Anggrek No.9 RT8/RW7', '081210000268', 'grace.khan@mail.com'),
('CS00269', 'Imam Kurnia Rahman', 'Jl. Flamboyan No.9 RT9/RW7', '081210000269', 'imam.kurnia.rahman@mail.com'),
('CS00270', 'Zidan Kurnia Suryanto', 'Jl. Pelangi No.9 RT10/RW7', '081210000270', 'zidan.kurnia.suryanto@mail.com'),
('CS00271', 'Iris Silva', 'Jl. Merdeka No.10 RT1/RW8', '081210000271', 'iris.silva@mail.com'),
('CS00272', 'Andi Hartono', 'Jl. Sudirman No.10 RT2/RW8', '081210000272', 'andi.hartono@mail.com'),
('CS00273', 'Fahri Nur Nugroho', 'Jl. Ahmad Yani No.10 RT3/RW8', '081210000273', 'fahri.nur.nugroho@mail.com'),
('CS00274', 'Yuda Susanto', 'Jl. Raya Darmo No.10 RT4/RW8', '081210000274', 'yuda.susanto@mail.com'),
('CS00275', 'Maya Tan', 'Jl. Kenanga No.10 RT5/RW8', '081210000275', 'maya.tan@mail.com'),
('CS00276', 'Kiki Santoso Suryanto', 'Jl. Ketintang No.10 RT6/RW8', '081210000276', 'kiki.santoso.suryanto@mail.com'),
('CS00277', 'Oka Lee', 'Jl. Veteran No.10 RT7/RW8', '081210000277', 'oka.lee@mail.com'),
('CS00278', 'Cahyo Utami Fauzan', 'Jl. Basuki Rahmat No.10 RT8/RW8', '081210000278', 'cahyo.utami.fauzan@mail.com'),
('CS00279', 'Kirana Susanto', 'Jl. Bojonegoro No.10 RT9/RW8', '081210000279', 'kirana.susanto@mail.com'),
('CS00280', 'Ryan Michael Fauzan', 'Jl. Mulyo No.10 RT10/RW8', '081210000280', 'ryan.michael.fauzan@mail.com'),
('CS00281', 'Lina Kusuma', 'Jl. Gedongan No.10 RT1/RW9', '081210000281', 'lina.kusuma@mail.com'),
('CS00282', 'Mahesa Wijaya Wijaya', 'Jl. Pahlawan No.10 RT2/RW9', '081210000282', 'mahesa.wijaya.wijaya@mail.com'),
('CS00283', 'Hesti Arifin', 'Jl. Mawar No.10 RT3/RW9', '081210000283', 'hesti.arifin@mail.com'),
('CS00284', 'Imam Putra Halim', 'Jl. Melati No.10 RT4/RW9', '081210000284', 'imam.putra.halim@mail.com'),
('CS00285', 'Nora Hidayat', 'Jl. Gubeng No.10 RT5/RW9', '081210000285', 'nora.hidayat@mail.com'),
('CS00286', 'Yulia Rahman', 'Jl. Rajawali No.10 RT6/RW9', '081210000286', 'yulia.rahman@mail.com'),
('CS00287', 'Jules Marie Hartono', 'Jl. Bungur No.10 RT7/RW9', '081210000287', 'jules.marie.hartono@mail.com'),
('CS00288', 'Putri Saputra Prasetyo', 'Jl. Yos Sudarso No.10 RT8/RW9', '081210000288', 'putri.saputra.prasetyo@mail.com'),
('CS00289', 'Farhan Wijaya', 'Jl. Tidar No.10 RT9/RW9', '081210000289', 'farhan.wijaya@mail.com'),
('CS00290', 'Tara John Ramadhan', 'Jl. Waru No.10 RT10/RW9', '081210000290', 'tara.john.ramadhan@mail.com'),
('CS00291', 'Maya Anisa Wulandari', 'Jl. Kenari No.10 RT1/RW10', '081210000291', 'maya.anisa.wulandari@mail.com'),
('CS00292', 'Sinta Wulandari', 'Jl. Kenjeran No.10 RT2/RW10', '081210000292', 'sinta.wulandari@mail.com'),
('CS00293', 'Farah Putra Yusuf', 'Jl. Gajah Mada No.10 RT3/RW10', '081210000293', 'farah.putra.yusuf@mail.com'),
('CS00294', 'Ella James Lestari', 'Jl. Diponegoro No.10 RT4/RW10', '081210000294', 'ella.james.lestari@mail.com'),
('CS00295', 'Reno Utami Irawan', 'Jl. Kapten Tendean No.10 RT5/RW10', '081210000295', 'reno.utami.irawan@mail.com'),
('CS00296', 'Cahaya Arifin', 'Jl. Garuda No.10 RT6/RW10', '081210000296', 'cahaya.arifin@mail.com'),
('CS00297', 'Tari Putri Hartanto', 'Jl. Bunga No.10 RT7/RW10', '081210000297', 'tari.putri.hartanto@mail.com'),
('CS00298', 'Cahyo Nur Rahman', 'Jl. Anggrek No.10 RT8/RW10', '081210000298', 'cahyo.nur.rahman@mail.com'),
('CS00299', 'Yuda Nugroho Arifin', 'Jl. Flamboyan No.10 RT9/RW10', '081210000299', 'yuda.nugroho.arifin@mail.com'),
('CS00300', 'Ruby Marie Wijanto', 'Jl. Pelangi No.10 RT10/RW10', '081210000300', 'ruby.marie.wijanto@mail.com'),
('CS00301', 'Aditya Sutanto', 'Jl. Merdeka No.11 RT1/RW1', '081210000301', 'aditya.sutanto@mail.com'),
('CS00302', 'Vina Sari Ramadhan', 'Jl. Sudirman No.11 RT2/RW1', '081210000302', 'vina.sari.ramadhan@mail.com'),
('CS00303', 'Ryan Lee Wulandari', 'Jl. Ahmad Yani No.11 RT3/RW1', '081210000303', 'ryan.lee.wulandari@mail.com'),
('CS00304', 'Ryan Agustina', 'Jl. Raya Darmo No.11 RT4/RW1', '081210000304', 'ryan.agustina@mail.com'),
('CS00305', 'Teguh Wijaya Kirana', 'Jl. Kenanga No.11 RT5/RW1', '081210000305', 'teguh.wijaya.kirana@mail.com'),
('CS00306', 'Fajar Hasan', 'Jl. Ketintang No.11 RT6/RW1', '081210000306', 'fajar.hasan@mail.com'),
('CS00307', 'Vina Sumarno', 'Jl. Veteran No.11 RT7/RW1', '081210000307', 'vina.sumarno@mail.com'),
('CS00308', 'Mahesa Shah', 'Jl. Basuki Rahmat No.11 RT8/RW1', '081210000308', 'mahesa.shah@mail.com'),
('CS00309', 'Damar Sumarno', 'Jl. Bojonegoro No.11 RT9/RW1', '081210000309', 'damar.sumarno@mail.com'),
('CS00310', 'Nico Anisa Sari', 'Jl. Mulyo No.11 RT10/RW1', '081210000310', 'nico.anisa.sari@mail.com'),
('CS00311', 'Satya Kurnia', 'Jl. Gedongan No.11 RT1/RW2', '081210000311', 'satya.kurnia@mail.com'),
('CS00312', 'Hadi Wulandari', 'Jl. Pahlawan No.11 RT2/RW2', '081210000312', 'hadi.wulandari@mail.com'),
('CS00313', 'Mason Silva', 'Jl. Mawar No.11 RT3/RW2', '081210000313', 'mason.silva@mail.com'),
('CS00314', 'Gilang Saputra Wijanto', 'Jl. Melati No.11 RT4/RW2', '081210000314', 'gilang.saputra.wijanto@mail.com'),
('CS00315', 'Asep Anggraeni Putra', 'Jl. Gubeng No.11 RT5/RW2', '081210000315', 'asep.anggraeni.putra@mail.com'),
('CS00316', 'Luca Irawan', 'Jl. Rajawali No.11 RT6/RW2', '081210000316', 'luca.irawan@mail.com'),
('CS00317', 'Dhiya Kurnia Martinez', 'Jl. Bungur No.11 RT7/RW2', '081210000317', 'dhiya.kurnia.martinez@mail.com'),
('CS00318', 'Nora Kim Permana', 'Jl. Yos Sudarso No.11 RT8/RW2', '081210000318', 'nora.kim.permana@mail.com'),
('CS00319', 'Zidan Anggraeni Yusuf', 'Jl. Tidar No.11 RT9/RW2', '081210000319', 'zidan.anggraeni.yusuf@mail.com'),
('CS00320', 'Bryan Alexander Hartanto', 'Jl. Waru No.11 RT10/RW2', '081210000320', 'bryan.alexander.hartanto@mail.com'),
('CS00321', 'Indra Anisa Santoso', 'Jl. Kenari No.11 RT1/RW3', '081210000321', 'indra.anisa.santoso@mail.com'),
('CS00322', 'Rani Pratama Yusuf', 'Jl. Kenjeran No.11 RT2/RW3', '081210000322', 'rani.pratama.yusuf@mail.com'),
('CS00323', 'Mason Hidayat', 'Jl. Gajah Mada No.11 RT3/RW3', '081210000323', 'mason.hidayat@mail.com'),
('CS00324', 'Cahyo Sari Mustafa', 'Jl. Diponegoro No.11 RT4/RW3', '081210000324', 'cahyo.sari.mustafa@mail.com'),
('CS00325', 'Cahaya Wahyu Lestari', 'Jl. Kapten Tendean No.11 RT5/RW3', '081210000325', 'cahaya.wahyu.lestari@mail.com'),
('CS00326', 'Jaya Nur Arifin', 'Jl. Garuda No.11 RT6/RW3', '081210000326', 'jaya.nur.arifin@mail.com'),
('CS00327', 'Daniel Michael Sari', 'Jl. Bunga No.11 RT7/RW3', '081210000327', 'daniel.michael.sari@mail.com'),
('CS00328', 'Dhiya Nugroho Tan', 'Jl. Anggrek No.11 RT8/RW3', '081210000328', 'dhiya.nugroho.tan@mail.com'),
('CS00329', 'Nanda Wijaya Anggraeni', 'Jl. Flamboyan No.11 RT9/RW3', '081210000329', 'nanda.wijaya.anggraeni@mail.com'),
('CS00330', 'Raka Hartanto', 'Jl. Pelangi No.11 RT10/RW3', '081210000330', 'raka.hartanto@mail.com'),
('CS00331', 'Praba Halim', 'Jl. Merdeka No.12 RT1/RW4', '081210000331', 'praba.halim@mail.com'),
('CS00332', 'Hendra Saputra Maulana', 'Jl. Sudirman No.12 RT2/RW4', '081210000332', 'hendra.saputra.maulana@mail.com'),
('CS00333', 'Nico Rahma Wijanto', 'Jl. Ahmad Yani No.12 RT3/RW4', '081210000333', 'nico.rahma.wijanto@mail.com'),
('CS00334', 'Agus Wijaya Hartanto', 'Jl. Raya Darmo No.12 RT4/RW4', '081210000334', 'agus.wijaya.hartanto@mail.com'),
('CS00335', 'Yoga Anisa Tan', 'Jl. Kenanga No.12 RT5/RW4', '081210000335', 'yoga.anisa.tan@mail.com'),
('CS00336', 'Jules Paul Pratama', 'Jl. Ketintang No.12 RT6/RW4', '081210000336', 'jules.paul.pratama@mail.com'),
('CS00337', 'Ilham Santoso Hartanto', 'Jl. Veteran No.12 RT7/RW4', '081210000337', 'ilham.santoso.hartanto@mail.com'),
('CS00338', 'Bayu Putri Sutanto', 'Jl. Basuki Rahmat No.12 RT8/RW4', '081210000338', 'bayu.putri.sutanto@mail.com'),
('CS00339', 'Owen Yusuf', 'Jl. Bojonegoro No.12 RT9/RW4', '081210000339', 'owen.yusuf@mail.com'),
('CS00340', 'Putri Nugroho Anggraeni', 'Jl. Mulyo No.12 RT10/RW4', '081210000340', 'putri.nugroho.anggraeni@mail.com'),
('CS00341', 'Aditya Gomez', 'Jl. Gedongan No.12 RT1/RW5', '081210000341', 'aditya.gomez@mail.com'),
('CS00342', 'Damar Halim', 'Jl. Pahlawan No.12 RT2/RW5', '081210000342', 'damar.halim@mail.com'),
('CS00343', 'Raisa Utami Wijaya', 'Jl. Mawar No.12 RT3/RW5', '081210000343', 'raisa.utami.wijaya@mail.com'),
('CS00344', 'Eka Nugroho Hasan', 'Jl. Melati No.12 RT4/RW5', '081210000344', 'eka.nugroho.hasan@mail.com'),
('CS00345', 'Jack John Maulana', 'Jl. Gubeng No.12 RT5/RW5', '081210000345', 'jack.john.maulana@mail.com'),
('CS00346', 'Kirana Nugroho Wijaya', 'Jl. Rajawali No.12 RT6/RW5', '081210000346', 'kirana.nugroho.wijaya@mail.com'),
('CS00347', 'Zoe Paul Kirana', 'Jl. Bungur No.12 RT7/RW5', '081210000347', 'zoe.paul.kirana@mail.com'),
('CS00348', 'Nico Yusuf', 'Jl. Yos Sudarso No.12 RT8/RW5', '081210000348', 'nico.yusuf@mail.com'),
('CS00349', 'Jaya Hidayat', 'Jl. Tidar No.12 RT9/RW5', '081210000349', 'jaya.hidayat@mail.com'),
('CS00350', 'Umar Sari', 'Jl. Waru No.12 RT10/RW5', '081210000350', 'umar.sari@mail.com'),
('CS00351', 'Ella Paul Putra', 'Jl. Kenari No.12 RT1/RW6', '081210000351', 'ella.paul.putra@mail.com'),
('CS00352', 'Maya Wahyu Sari', 'Jl. Kenjeran No.12 RT2/RW6', '081210000352', 'maya.wahyu.sari@mail.com'),
('CS00353', 'Maya Hidayat Mustafa', 'Jl. Gajah Mada No.12 RT3/RW6', '081210000353', 'maya.hidayat.mustafa@mail.com'),
('CS00354', 'Asep Santoso Lee', 'Jl. Diponegoro No.12 RT4/RW6', '081210000354', 'asep.santoso.lee@mail.com'),
('CS00355', 'Joko Santoso Wong', 'Jl. Kapten Tendean No.12 RT5/RW6', '081210000355', 'joko.santoso.wong@mail.com'),
('CS00356', 'Wyatt Marie Suryanto', 'Jl. Garuda No.12 RT6/RW6', '081210000356', 'wyatt.marie.suryanto@mail.com'),
('CS00357', 'Hendra Yusuf', 'Jl. Bunga No.12 RT7/RW6', '081210000357', 'hendra.yusuf@mail.com'),
('CS00358', 'Mahesa Santoso', 'Jl. Anggrek No.12 RT8/RW6', '081210000358', 'mahesa.santoso@mail.com'),
('CS00359', 'Leo Ramadhan', 'Jl. Flamboyan No.12 RT9/RW6', '081210000359', 'leo.ramadhan@mail.com'),
('CS00360', 'Ilham Rahma Maulana', 'Jl. Pelangi No.12 RT10/RW6', '081210000360', 'ilham.rahma.maulana@mail.com'),
('CS00361', 'Citra Sumarno', 'Jl. Merdeka No.13 RT1/RW7', '081210000361', 'citra.sumarno@mail.com'),
('CS00362', 'Oka Nur Hasan', 'Jl. Sudirman No.13 RT2/RW7', '081210000362', 'oka.nur.hasan@mail.com'),
('CS00363', 'Vega Anggraeni Santoso', 'Jl. Ahmad Yani No.13 RT3/RW7', '081210000363', 'vega.anggraeni.santoso@mail.com'),
('CS00364', 'Surya Wong', 'Jl. Raya Darmo No.13 RT4/RW7', '081210000364', 'surya.wong@mail.com'),
('CS00365', 'Satya Martinez', 'Jl. Kenanga No.13 RT5/RW7', '081210000365', 'satya.martinez@mail.com'),
('CS00366', 'Saleh Sukma', 'Jl. Ketintang No.13 RT6/RW7', '081210000366', 'saleh.sukma@mail.com'),
('CS00367', 'Imam Putri Nugraha', 'Jl. Veteran No.13 RT7/RW7', '081210000367', 'imam.putri.nugraha@mail.com'),
('CS00368', 'Aria Fauzan', 'Jl. Basuki Rahmat No.13 RT8/RW7', '081210000368', 'aria.fauzan@mail.com'),
('CS00369', 'Raka Ramli', 'Jl. Bojonegoro No.13 RT9/RW7', '081210000369', 'raka.ramli@mail.com'),
('CS00370', 'Henry Mustafa', 'Jl. Mulyo No.13 RT10/RW7', '081210000370', 'henry.mustafa@mail.com'),
('CS00371', 'Jaya Ramadhan', 'Jl. Gedongan No.13 RT1/RW8', '081210000371', 'jaya.ramadhan@mail.com'),
('CS00372', 'Teguh Sari Hartono', 'Jl. Pahlawan No.13 RT2/RW8', '081210000372', 'teguh.sari.hartono@mail.com'),
('CS00373', 'Kiki Putri Permana', 'Jl. Mawar No.13 RT3/RW8', '081210000373', 'kiki.putri.permana@mail.com'),
('CS00374', 'Satya Wulandari', 'Jl. Melati No.13 RT4/RW8', '081210000374', 'satya.wulandari@mail.com'),
('CS00375', 'Nora Agustina', 'Jl. Gubeng No.13 RT5/RW8', '081210000375', 'nora.agustina@mail.com'),
('CS00376', 'Praba Wijaya Anggraeni', 'Jl. Rajawali No.13 RT6/RW8', '081210000376', 'praba.wijaya.anggraeni@mail.com'),
('CS00377', 'Aiden Maulana', 'Jl. Bungur No.13 RT7/RW8', '081210000377', 'aiden.maulana@mail.com'),
('CS00378', 'Surya Ramadhan', 'Jl. Yos Sudarso No.13 RT8/RW8', '081210000378', 'surya.ramadhan@mail.com'),
('CS00379', 'Elang Utami Halim', 'Jl. Tidar No.13 RT9/RW8', '081210000379', 'elang.utami.halim@mail.com'),
('CS00380', 'Hendra Wijaya Kusuma', 'Jl. Waru No.13 RT10/RW8', '081210000380', 'hendra.wijaya.kusuma@mail.com'),
('CS00381', 'Vega Wijaya Khan', 'Jl. Kenari No.13 RT1/RW9', '081210000381', 'vega.wijaya.khan@mail.com'),
('CS00382', 'Elang Putri Wijaya', 'Jl. Kenjeran No.13 RT2/RW9', '081210000382', 'elang.putri.wijaya@mail.com'),
('CS00383', 'Ella Putra', 'Jl. Gajah Mada No.13 RT3/RW9', '081210000383', 'ella.putra@mail.com'),
('CS00384', 'Iris Paul Irawan', 'Jl. Diponegoro No.13 RT4/RW9', '081210000384', 'iris.paul.irawan@mail.com'),
('CS00385', 'Rizky Anggraeni Halim', 'Jl. Kapten Tendean No.13 RT5/RW9', '081210000385', 'rizky.anggraeni.halim@mail.com'),
('CS00386', 'Isabella Alexander Gomez', 'Jl. Garuda No.13 RT6/RW9', '081210000386', 'isabella.alexander.gomez@mail.com'),
('CS00387', 'Hugo Susanto', 'Jl. Bunga No.13 RT7/RW9', '081210000387', 'hugo.susanto@mail.com'),
('CS00388', 'Bayu Rahma Santoso', 'Jl. Anggrek No.13 RT8/RW9', '081210000388', 'bayu.rahma.santoso@mail.com'),
('CS00389', 'Grace Halim', 'Jl. Flamboyan No.13 RT9/RW9', '081210000389', 'grace.halim@mail.com'),
('CS00390', 'Tari Nugroho', 'Jl. Pelangi No.13 RT10/RW9', '081210000390', 'tari.nugroho@mail.com'),
('CS00391', 'Joko Anisa Hidayat', 'Jl. Merdeka No.14 RT1/RW10', '081210000391', 'joko.anisa.hidayat@mail.com'),
('CS00392', 'Hadi Santoso', 'Jl. Sudirman No.14 RT2/RW10', '081210000392', 'hadi.santoso@mail.com'),
('CS00393', 'Hadi Hidayat Nugraha', 'Jl. Ahmad Yani No.14 RT3/RW10', '081210000393', 'hadi.hidayat.nugraha@mail.com'),
('CS00394', 'Sophia Martinez', 'Jl. Raya Darmo No.14 RT4/RW10', '081210000394', 'sophia.martinez@mail.com'),
('CS00395', 'Mason Marie Susanto', 'Jl. Kenanga No.14 RT5/RW10', '081210000395', 'mason.marie.susanto@mail.com'),
('CS00396', 'Rudi Gomez', 'Jl. Ketintang No.14 RT6/RW10', '081210000396', 'rudi.gomez@mail.com'),
('CS00397', 'Kiki Permata Fauzan', 'Jl. Veteran No.14 RT7/RW10', '081210000397', 'kiki.permata.fauzan@mail.com'),
('CS00398', 'Jaya Saputra', 'Jl. Basuki Rahmat No.14 RT8/RW10', '081210000398', 'jaya.saputra@mail.com'),
('CS00399', 'Rizky Rahma Lee', 'Jl. Bojonegoro No.14 RT9/RW10', '081210000399', 'rizky.rahma.lee@mail.com'),
('CS00400', 'Cahaya Permata Hartono', 'Jl. Mulyo No.14 RT10/RW10', '081210000400', 'cahaya.permata.hartono@mail.com'),
('CS00401', 'Mega Hartono Tan', 'Jl. Gedongan No.14 RT1/RW1', '081210000401', 'mega.hartono.tan@mail.com'),
('CS00402', 'Wira Sukma', 'Jl. Pahlawan No.14 RT2/RW1', '081210000402', 'wira.sukma@mail.com'),
('CS00403', 'Kiki Silva', 'Jl. Mawar No.14 RT3/RW1', '081210000403', 'kiki.silva@mail.com'),
('CS00404', 'Eli Lee', 'Jl. Melati No.14 RT4/RW1', '081210000404', 'eli.lee@mail.com'),
('CS00405', 'Andini Putra Kurniawan', 'Jl. Gubeng No.14 RT5/RW1', '081210000405', 'andini.putra.kurniawan@mail.com'),
('CS00406', 'Binar Anisa Fauzan', 'Jl. Rajawali No.14 RT6/RW1', '081210000406', 'binar.anisa.fauzan@mail.com'),
('CS00407', 'Hendra Wahyu Kusuma', 'Jl. Bungur No.14 RT7/RW1', '081210000407', 'hendra.wahyu.kusuma@mail.com'),
('CS00408', 'Zidan Hidayat', 'Jl. Yos Sudarso No.14 RT8/RW1', '081210000408', 'zidan.hidayat@mail.com'),
('CS00409', 'Vina Wahyu Susanto', 'Jl. Tidar No.14 RT9/RW1', '081210000409', 'vina.wahyu.susanto@mail.com'),
('CS00410', 'Joko Putra Yusuf', 'Jl. Waru No.14 RT10/RW1', '081210000410', 'joko.putra.yusuf@mail.com'),
('CS00411', 'Rudi Rahman', 'Jl. Kenari No.14 RT1/RW2', '081210000411', 'rudi.rahman@mail.com'),
('CS00412', 'Jules Michael Agustina', 'Jl. Kenjeran No.14 RT2/RW2', '081210000412', 'jules.michael.agustina@mail.com'),
('CS00413', 'Michael Setiawan', 'Jl. Gajah Mada No.14 RT3/RW2', '081210000413', 'michael.setiawan@mail.com'),
('CS00414', 'Jack Permana', 'Jl. Diponegoro No.14 RT4/RW2', '081210000414', 'jack.permana@mail.com'),
('CS00415', 'Nanda Trianto', 'Jl. Kapten Tendean No.14 RT5/RW2', '081210000415', 'nanda.trianto@mail.com'),
('CS00416', 'Praba Nur Nugraha', 'Jl. Garuda No.14 RT6/RW2', '081210000416', 'praba.nur.nugraha@mail.com'),
('CS00417', 'Vira Shah', 'Jl. Bunga No.14 RT7/RW2', '081210000417', 'vira.shah@mail.com'),
('CS00418', 'Raisa Hidayat Arifin', 'Jl. Anggrek No.14 RT8/RW2', '081210000418', 'raisa.hidayat.arifin@mail.com'),
